JTBD,BSci Intervention,Trigger,Minimum Condition,Parameters,CTA,Measurement,Notification Header,Notification Body,GPT Header Chars,GPT Body Chars,Real Header Chars,Real Body Chars
Help me build my motivation,Help me understand/remember how important it is medically/disease specific1,time insensitive,# min left to goal >=5; daily goal >=15,disease=prediabetes/diabetes; # min to goal,Perform physical activity,-,"Hi [name], let's make the most of our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is crucial for managing your prediabetes/diabetes. Let's make the most of our health!,34,120,45,160
Help me build my motivation,Help me understand/remember how important it is medically/disease specific1,time insensitive,# min left to goal >=5; daily goal >=15,disease=prediabetes/diabetes; # min to goal,manual log physical activity in the app,-,"Hi [name], let's keep the focus on our health!",You have [# min to goal] minutes left to reach your goal. RegularI exercise is key for managing your prediabetes/diabetes. Don't forget to log your activity in the app.,35,116,46,168
Help me build my motivation,Help me understand/remember how important it is medically/disease specific1,time insensitive,# min left to goal >=5; daily goal >=15,disease=prediabetes/diabetes; # min to goal,Perform physical activity,-,"Hi [name], let's take care of our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is crucial for managing your prediabetes/diabetes. Let's take care of our health!,33,120,41,156
Help me build my motivation,Help me understand/remember how important it is medically/disease specific1,time insensitive,# min left to goal >=5; daily goal >=15,disease=prediabetes/diabetes; # min to goal,manual log physical activity in the app,-,"Hi [name], let's keep track of our progress!",You have [# min to goal] minutes left to reach your goal. Regular exercise is key for managing your prediabetes/diabetes. Remember to log your activity in the app.,34,116,44,163
Help me build my motivation,Help me understand/remember how important it is medically/disease specific1,time insensitive,# min left to goal >=5; daily goal >=15,disease=prediabetes/diabetes; # min to goal,Perform physical activity,-,"Hi [name], let's stay committed to our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is crucial for managing your prediabetes/diabetes. Let's stay committed to our health!,34,120,46,161
Help me build my motivation,Help me understand/remember how important it is medically/disease specific1,time insensitive,# min left to goal >=5; daily goal >=15,disease=prediabetes/diabetes; # min to goal,manual log physical activity in the app,-,"Hi [name], let's keep the momentum going!",You have [# min to goal] minutes left to reach your goal. Regular exercise is key for managing your prediabetes/diabetes. Don't forget to log your activity in the app.,33,116,41,167
Help me build my motivation,Help me understand/remember how important it is medically/disease specific2,time insensitive,# min left to goal >=5; disease = pre-diabetes or diabetes,disease=prediabetes/diabetes; # min to goal,Perform physical activity,-,"Hi [name], let's remember the importance of exercise!",You have [# min to goal] minutes left to reach your goal. Regular exercise is crucial for managing your prediabetes/diabetes. Let's do it!,38,120,53,138
Help me build my motivation,Help me understand/remember how important it is medically/disease specific2,time insensitive,# min left to goal >=5; disease = pre-diabetes or diabetes,disease=prediabetes/diabetes; # min to goal,manual log physical activity in the app,-,"Hi [name], let's keep track of our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is key for managing your prediabetes/diabetes. Don't forget to log your activity in the app.,34,116,42,167
Help me build my motivation,Help me understand/remember how important it is medically/disease specific2,time insensitive,# min left to goal >=5; disease = pre-diabetes or diabetes,disease=prediabetes/diabetes; # min to goal,Perform physical activity,-,"Hi [name], let's prioritize our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is crucial for managing your prediabetes/diabetes. Let's prioritize our health!,33,120,39,154
Help me build my motivation,Help me understand/remember how important it is medically/disease specific2,time insensitive,# min left to goal >=5; disease = pre-diabetes or diabetes,disease=prediabetes/diabetes; # min to goal,manual log physical activity in the app,-,"Hi [name], let's stay on top of our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is key for managing your prediabetes/diabetes. Remember to log your activity in the app.,32,116,43,163
Help me build my motivation,Help me understand/remember how important it is medically/disease specific2,time insensitive,# min left to goal >=5; disease = pre-diabetes or diabetes,disease=prediabetes/diabetes; # min to goal,Perform physical activity,-,"Hi [name], let's make the most of our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is crucial for managing your prediabetes/diabetes. Let's make the most of our health!,34,120,45,160
Help me build my motivation,Help me understand/remember how important it is medically/disease specific2,time insensitive,# min left to goal >=5; disease = pre-diabetes or diabetes,disease=prediabetes/diabetes; # min to goal,manual log physical activity in the app,-,"Hi [name], let's keep the focus on our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is key for managing your prediabetes/diabetes. Don't forget to log your activity in the app.,35,116,46,167
Help me build my motivation,Help me understand/remember how important it is medically/disease specific2,time insensitive,# min left to goal >=5; disease = pre-diabetes or diabetes,disease=prediabetes/diabetes; # min to goal,Perform physical activity,-,"Hi [name], let's take care of our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is crucial for managing your prediabetes/diabetes. Let's take care of our health!,33,120,41,156
Help me build my motivation,Help me understand/remember how important it is medically/disease specific2,time insensitive,# min left to goal >=5; disease = pre-diabetes or diabetes,disease=prediabetes/diabetes; # min to goal,manual log physical activity in the app,-,"Hi [name], let's keep track of our progress!",You have [# min to goal] minutes left to reach your goal. Regular exercise is key for managing your prediabetes/diabetes. Remember to log your activity in the app.,34,116,44,163
Help me build my motivation,Help me understand/remember how important it is medically/disease specific2,time insensitive,# min left to goal >=5; disease = pre-diabetes or diabetes,disease=prediabetes/diabetes; # min to goal,Perform physical activity,-,"Hi [name], let's stay committed to our health!",You have [# min to goal] minutes left to reach your goal. Regular exercise is crucial for managing your prediabetes/diabetes. Let's stay committed to our health!,34,120,46,161
